size,setup_ms_mean,join_total_ms_mean,join_per_member_ms_mean,sign_avg_ms_mean,verify_avg_ms_mean,join_total_ms_std
10,256.3874224004394,455.60318380012177,45.56031838001218,3.470447486737006,5.382805693200983,90.96570523347896
30,164.1061563983385,1690.9782816008374,56.36594272002791,3.5416137398957894,5.427000639950468,380.4863993644997
60,180.5146828002762,3160.812894200353,52.68021490333922,3.340061186803117,5.246214226547939,385.55915195422773
100,173.71740960006719,5133.337762800511,51.33337762800511,3.575481153190291,5.560092140221968,432.22871735981425
